Date, Time (UTC), Azimuth (°), Elevation (°), Distance (km)
14/02/22,18:00,89.2165135701,30.8671154056,44540976.0595
14/02/22,18:12,90.8708964125,33.3713852011,44539115.8829
14/02/22,18:24,92.5760284912,35.8745559383,44537253.4786
14/02/22,18:36,94.3434769736,38.3743037295,44535403.462
14/02/22,18:48,96.1891487056,40.871285686,44533565.5128
14/02/22,19:00,98.1240785012,43.3561474469,44531733.5552
14/02/22,19:12,100.16933915,45.8287235925,44529903.0902
14/02/22,19:24,102.347373363,48.2849925658,44528094.1473
14/02/22,19:36,104.68530772,50.7201593195,44526286.6976
14/02/22,19:48,107.216214659,53.1283532683,44524494.3279
14/02/22,20:00,109.980645606,55.5022887641,44522707.0212
14/02/22,20:12,113.028620371,57.8328159532,44520942.0702
14/02/22,20:24,116.426507031,60.1111598811,44519177.3333
14/02/22,20:36,120.241634829,62.316410238,44517426.727
14/02/22,20:48,124.570543875,64.4319972651,44515693.1909
14/02/22,21:00,129.52272495,66.4324742378,44513966.8137
14/02/22,21:12,135.221170174,68.2847808781,44512257.8866
14/02/22,21:24,141.790149871,69.9467214653,44510559.3895
14/02/22,21:36,149.327353667,71.3663133442,44508870.9067
14/02/22,21:48,157.867281511,72.4849563339,44507205.0103
14/02/22,22:00,167.273585662,73.238558389,44505544.3383
14/02/22,22:12,177.26260979,73.5782750036,44503898.0382
14/02/22,22:24,187.387192908,73.4783970142,44502273.2067
14/02/22,22:36,197.160622177,72.9467158227,44500655.9516
14/02/22,22:48,206.195647036,72.0217745807,44499051.556
14/02/22,23:00,214.281532003,70.7606609233,44497462.0954
14/02/22,23:12,221.373529573,69.2251014162,44495891.0354
14/02/22,23:24,227.542952055,67.4694970206,44494325.5303
14/02/22,23:36,232.888412964,65.5460355521,44492775.8859
14/02/22,23:48,237.544456204,63.490488472,44491235.7516
14/02/23,00:00,241.628871227,61.3322502804,44489714.5057
14/02/23,00:12,245.243499404,59.0939159845,44488204.4887
14/02/23,00:24,248.473105334,56.7928268404,44486705.3727
14/02/23,00:36,251.3869752,54.4423683359,44485212.6219
14/02/23,00:48,254.044487926,52.049896942,44483738.3565
14/02/23,01:00,256.484382006,49.6298023996,44482266.4415
14/02/23,01:12,258.747154252,47.1856344648,44480811.7084
14/02/23,01:24,260.86301736,44.7227496697,44479370.0992
14/02/23,01:36,262.856851116,42.2455717363,44477927.3672
14/02/23,01:48,264.749311803,39.7578064654,44476499.4679
14/02/23,02:00,266.557719574,37.2626330176,44475077.3676
14/02/23,02:12,268.296763713,34.7627800203,44473659.9718
14/02/23,02:24,269.981104173,32.2574884461,44472254.5871
14/02/23,02:36,271.617328965,29.7553817209,44470855.3885
14/02/23,02:48,273.217136497,27.2552719677,44469457.8445
14/02/23,03:00,274.788955967,24.7590618985,44468070.7197
14/02/23,03:12,276.340367326,22.2685581917,44466689.7325
14/02/23,03:24,277.878254522,19.7855198614,44465302.4245
14/02/23,03:36,279.40895273,17.311698247,44463922.7896
14/02/23,03:48,280.940354589,14.8456674052,44462541.1898
14/02/23,04:00,282.474130157,12.3955326768,44461168.1356
14/02/23,04:12,284.017606775,9.9599577473,44459790.7525
14/02/23,04:24,285.575998542,7.54080439499,44458413.4097
14/02/23,04:36,287.154379074,5.14010937151,44457035.5853
14/02/23,04:48,288.75782383,2.75993764156,44455656.7046
14/02/23,05:00,290.391377863,0.402541985042,44454278.0936
14/02/23,05:12,292.060149073,-1.92968611647,44452890.5255
14/02/23,05:24,293.771496657,-4.23707657141,44451504.5105
14/02/23,05:36,295.526341358,-6.51095354667,44450111.9079
14/02/23,05:48,297.332243882,-8.75127627091,44448712.8306
14/02/23,06:00,299.194705132,-10.9547430315,44447316.9549
14/02/23,06:12,301.119421035,-13.1178240091,44445907.2243
14/02/23,06:24,303.112168336,-15.2366322697,44444491.7149
14/02/23,06:36,305.178801395,-17.3069222176,44443063.4135
14/02/23,06:48,307.328098156,-19.3266955051,44441630.7037
14/02/23,07:00,309.560502951,-21.2858044187,44440187.8452
14/02/23,07:12,311.884507685,-23.1814489649,44438739.6819
14/02/23,07:24,314.305767122,-25.0078515216,44437280.282
14/02/23,07:36,316.829437838,-26.7587287064,44435805.7194
14/02/23,07:48,319.460199983,-28.4274363499,44434320.5646
14/02/23,08:00,322.201882635,-30.0069231904,44432831.2466
14/02/23,08:12,325.057188591,-31.4897389881,44431323.5815
14/02/23,08:24,328.031303507,-32.869883516,44429802.6781
14/02/23,08:36,331.116201588,-34.1359264471,44428274.4696
14/02/23,08:48,334.313191172,-35.2817823157,44426735.3619
14/02/23,09:00,337.617384316,-36.2996010921,44425172.7566
14/02/23,09:12,341.021435331,-37.1818950055,44423606.5681
14/02/23,09:24,344.515146449,-37.9216582276,44422025.0657
14/02/23,09:36,348.08575263,-38.5126844065,44420423.6705
14/02/23,09:48,351.722500532,-38.9501937615,44418807.4879
14/02/23,10:00,355.398592903,-39.2290472376,44417187.5177
14/02/23,10:12,359.09942629,-39.3472629317,44415547.2411
14/02/23,10:24,2.80495604406,-39.3037010028,44413889.7416
14/02/23,10:36,6.49481195038,-39.0987881259,44412220.4316
14/02/23,10:48,10.1493437889,-38.7344797533,44410543.1505
14/02/23,11:00,13.750206206,-38.2141697195,44408843.5077
14/02/23,11:12,17.2809263966,-37.5425611314,44407134.1553
14/02/23,11:24,20.7318767138,-36.7242939539,44405407.7709
14/02/23,11:36,24.0827520761,-35.7681436648,44403671.9445
14/02/23,11:48,27.3294207667,-34.6804355331,44401914.3665
14/02/23,12:00,30.4658342546,-33.4688985039,44400149.4651
14/02/23,12:12,33.4885138392,-32.1414162961,44398376.3154
14/02/23,12:24,36.3960929342,-30.7059326034,44396582.0255
14/02/23,12:36,39.1891407349,-29.1702545492,44394784.4506
14/02/23,12:48,41.8731725002,-27.5397662655,44392966.1674
14/02/23,13:00,44.4446191008,-25.8259140117,44391146.5304
14/02/23,13:12,46.911253973,-24.0335352012,44389309.3908
14/02/23,13:24,49.2781092975,-22.1690353343,44387464.8244
14/02/23,13:36,51.5505653858,-20.2384639074,44385606.6621
14/02/23,13:48,53.7344047301,-18.2473788571,44383745.2247
14/02/23,14:00,55.8354938697,-16.2009471471,44381869.6171
14/02/23,14:12,57.8597821695,-14.1039298734,44379990.7239
14/02/23,14:24,59.8156531165,-11.9579144925,44378098.7121
14/02/23,14:36,61.7038967839,-9.77245826392,44376200.285
14/02/23,14:48,63.5327958984,-7.54852599469,44374300.0958
14/02/23,15:00,65.3079173954,-5.28952033673,44372395.4253
14/02/23,15:12,67.0347102754,-2.99856868795,44370486.7156
14/02/23,15:24,68.7184741246,-0.678557855311,44368568.4378
14/02/23,15:36,70.3644158344,1.66784223249,44366649.0358
14/02/23,15:48,71.979699721,4.04122743478,44364731.3033
14/02/23,16:00,73.5652121223,6.43318123067,44362807.7699
14/02/23,16:12,75.1280782782,8.84458887169,44360878.9353
14/02/23,16:24,76.6733462081,11.2734163549,44358951.4206
14/02/23,16:36,78.2061250271,13.7177382162,44357026.6345
14/02/23,16:48,79.7316659058,16.1757131157,44355106.0878
14/02/23,17:00,81.255397891,18.6455579508,44353179.7157
14/02/23,17:12,82.7830429761,21.1255366275,44351261.1641
14/02/23,17:24,84.3226731352,23.6171381122,44349344.1563
14/02/23,17:36,85.8768784336,26.1122150832,44347432.1394
14/02/23,17:48,87.4548071274,28.6122121731,44345523.462
14/02/23,18:00,89.0643948127,31.1152973304,44343623.1459
14/02/23,18:12,90.714533012,33.6195481202,44341719.6985
14/02/23,18:24,92.4153375694,36.1228842302,44339834.4888
14/02/23,18:36,94.1784134212,38.6230232297,44337947.711
14/02/23,18:48,96.0196975693,41.120644979,44336071.9853
14/02/23,19:00,97.9503410012,43.6064039444,44334204.5672
14/02/23,19:12,99.991516819,46.0801489132,44332348.3405
14/02/23,19:24,102.165872666,48.5379154544,44330499.9692
14/02/23,19:36,104.500809127,50.9749127331,44328660.0038
14/02/23,19:48,107.029807316,53.3852900259,44326831.3544
14/02/23,20:00,109.794031042,55.7617847432,44325014.5791
14/02/23,20:12,112.844357683,58.0952378679,44323204.8902
14/02/23,20:24,116.248486434,60.3768614776,44321413.1843
14/02/23,20:36,120.075539815,62.5856361406,44319627.699
14/02/23,20:48,124.424735852,64.7048499269,44317857.3114
14/02/23,21:00,129.4091369,66.708717223,44316098.7101
14/02/23,21:12,135.156423194,68.5636503887,44314355.995
14/02/23,21:24,141.796075972,70.2265691909,44312619.6418
14/02/23,21:36,149.430154534,71.6442285772,44310905.0606
14/02/23,21:48,158.093740395,72.7564455558,44309195.5445
14/02/23,22:00,167.64247417,73.497635121,44307505.8867
14/02/23,22:12,177.774945211,73.8182095992,44305830.3827
14/02/23,22:24,188.021157327,73.6932058574,44304162.1943
14/02/23,22:36,197.876930804,73.1325999854,44302513.9769
14/02/23,22:48,206.950799895,72.1777429773,44300879.3036
14/02/23,23:00,215.03924442,70.8880993891,44299254.2512
14/02/23,23:12,222.109433479,69.3268551097,44297643.9838
14/02/23,23:24,228.243599441,67.5489364376,44296050.1868
14/02/23,23:36,233.548352536,65.6065841208,44294461.2328
14/02/23,23:48,238.163034722,63.5352129049,44292892.3298
14/02/24,00:00,242.207954349,61.3638379747,44291332.3381
14/02/24,00:12,245.786169465,59.1146421847,44289784.9691
14/02/24,00:24,248.982875811,56.8046019283,44288254.1266
14/02/24,00:36,251.867330965,54.4467939363,44286724.4295
14/02/24,00:48,254.498682972,52.0483189551,44285216.3422
14/02/24,01:00,256.915417506,49.623375714,44283713.6891
14/02/24,01:12,259.157720586,47.1753228799,44282225.3177
14/02/24,01:24,261.255503536,44.709380684,44280742.1695
14/02/24,01:36,263.23334939,42.2298645792,44279267.5882
14/02/24,01:48,265.111681382,39.7404033542,44277803.9197
14/02/24,02:00,266.907624033,37.2440718999,44276348.1242
14/02/24,02:12,268.63564549,34.7435811798,44274897.6824
14/02/24,02:24,270.310270331,32.2380990699,44273459.4817
14/02/24,02:36,271.937947587,29.7362198713,44272021.2766
14/02/24,02:48,273.530255407,27.2367261938,44270594.0017
14/02/24,03:00,275.095524435,24.7414885333,44269166.4057
14/02/24,03:12,276.641250915,22.2522980369,44267742.1258
14/02/24,03:24,278.17422669,19.7709038808,44266325.3266
14/02/24,03:36,279.700736045,17.2990307164,44264913.4716
14/02/24,03:48,281.228595328,14.8352767624,44263501.5354
14/02/24,04:00,282.759456159,12.3877057924,44262088.8367
14/02/24,04:12,284.300586305,9.95499021096,44260673.6867
14/02/24,04:24,285.857140041,7.53901507722,44259267.7253
14/02/24,04:36,287.434189829,5.14178333023,44257849.4613
14/02/24,04:48,289.036752469,2.7653954296,44256437.8376
14/02/24,05:00,290.669845253,0.412097496385,44255022.0155
14/02/24,05:12,292.338545605,-1.91570952777,44253601.6818
14/02/24,05:24,294.050184701,-4.21834347719,44252178.7323
14/02/24,05:36,295.805638099,-6.48711160764,44250751.7676
14/02/24,05:48,297.612437724,-8.72197965177,44249321.942
14/02/24,06:00,299.476047621,-10.9196227049,44247882.6917
14/02/24,06:12,301.402111566,-13.0764931543,44246437.9634
14/02/24,06:24,303.396337391,-15.1886835705,44244983.0096
14/02/24,06:36,305.464579516,-17.2519956809,44243525.8649
14/02/24,06:48,307.615481483,-19.2643384609,44242056.0956
14/02/24,07:00,309.849414811,-21.2155896009,44240577.7152
14/02/24,07:12,312.174828036,-23.1029823968,44239089.1085
14/02/24,07:24,314.597205962,-24.9206940178,44237594.8629
14/02/24,07:36,317.121612607,-26.6624611353,44236088.3952
14/02/24,07:48,319.752571272,-28.3216524029,44234571.7242
14/02/24,08:00,322.49377003,-29.891235209,44233040.6323
14/02/24,08:12,325.347719719,-31.3637987539,44231498.9767
14/02/24,08:24,328.319494465,-32.7333925543,44229945.2177
14/02/24,08:36,331.400835844,-33.988645661,44228379.8835
14/02/24,08:48,334.592896049,-35.123548788,44226803.5824
14/02/24,09:00,337.890652291,-36.1303467832,44225206.5854
14/02/24,09:12,341.286626615,-37.0016455879,44223602.7657
14/02/24,09:24,344.770554997,-37.7305605801,44221982.6358
14/02/24,09:36,348.329659168,-38.3110081197,44220348.5977
14/02/24,09:48,351.953220193,-38.7383185481,44218701.2346
14/02/24,10:00,355.614546522,-39.0074969781,44217038.3674
14/02/24,10:12,359.299308545,-39.1166641786,44215359.8049
14/02/24,10:24,2.98756822361,-39.0647811211,44213669.8287
14/02/24,10:36,6.65939276104,-38.8523403063,44211971.0765
14/02/24,10:48,10.2953364764,-38.4813499229,44210250.2827
14/02/24,11:00,13.8774181297,-37.9552324922,44208517.5282
14/02/24,11:12,17.3894616675,-37.2786974535,44206772.0233
14/02/24,11:24,20.8220909276,-36.4563564021,44205010.0818
14/02/24,11:36,24.155289556,-35.4969561536,44203239.9393
14/02/24,11:48,27.3850934679,-34.4067595766,44201450.5924
14/02/24,12:00,30.505571296,-33.1934324796,44199650.2381
14/02/24,12:12,33.5133431848,-31.8647910084,44197840.0865
14/02/24,12:24,36.4070729296,-30.4287037509,44196015.2605
14/02/24,12:36,39.1873501329,-28.8928915742,44194171.7206
14/02/24,12:48,41.8596326461,-27.2626953446,44192327.6678
14/02/24,13:00,44.4203454276,-25.5494754827,44190465.2192
14/02/24,13:12,46.8771953569,-23.7580164024,44188596.6578
14/02/24,13:24,49.2350964751,-21.894689556,44186712.4982
14/02/24,13:36,51.4994442983,-19.9654433312,44184823.8788
14/02/24,13:48,53.6758616204,-17.975843451,44182921.8744
14/02/24,14:00,55.7701755105,-15.9310038834,44181013.5019
14/02/24,14:12,57.7882490716,-13.8356512171,44179101.384
14/02/24,14:24,59.7383997597,-11.6913439167,44177176.5255
14/02/24,14:36,61.6213557741,-9.50762361543,44175243.0839
14/02/24,14:48,63.4453311886,-7.28542911813,44173309.0417
14/02/24,15:00,65.2158425442,-5.02814429263,44171367.5798
14/02/24,15:12,66.9382835015,-2.738884968,44169417.4437
14/02/24,15:24,68.6179076652,-0.420531541712,44167468.5381
14/02/24,15:36,70.2598818205,1.92427368572,44165515.6041
14/02/24,15:48,71.8713241804,4.29613250809,44163558.9786
14/02/24,16:00,73.4530895484,6.68663034938,44161599.3543
14/02/24,16:12,75.0122751847,9.09666069343,44159642.0207
14/02/24,16:24,76.5538896933,11.5242061355,44157680.3139
14/02/24,16:36,78.0830169012,13.9673406689,44155721.638
14/02/24,16:48,79.6048857805,16.4242434587,44153764.2559
14/02/24,17:00,81.1248982144,18.8931277325,44151804.3891
14/02/24,17:12,82.6487658652,21.3722738637,44149855.25
14/02/24,17:24,84.1845275057,23.8631785297,44147903.2146
14/02/24,17:36,85.7347754219,26.3576971715,44145957.8453
14/02/24,17:48,87.3086364249,28.8572925091,44144011.1864
14/02/24,18:00,88.9140523928,31.3601553031,44142074.9463
14/02/24,18:12,90.5599156949,33.8643478504,44140143.3396
14/02/24,18:24,92.2563532692,36.3678386399,44138218.5854
14/02/24,18:36,94.0150020339,38.8683481624,44136300.08
14/02/24,18:48,95.8518521355,41.3665748595,44134393.2268
14/02/24,19:00,97.7781287867,43.8531996653,44132488.7389
14/02/24,19:12,99.8151340722,46.3280960796,44130593.9667
14/02/24,19:24,101.985706669,48.7873173704,44128714.8129
14/02/24,19:36,104.317515358,51.2261020091,44126841.1395
14/02/24,19:48,106.844458693,53.6386323714,44124976.3178
14/02/24,20:00,109.60828083,56.0176383112,44123122.5344
14/02/24,20:12,112.660783988,58.3539888944,44121280.7719
14/02/24,20:24,116.070923166,60.6388437198,44119456.81
14/02/24,20:36,119.909741684,62.8511325018,44117637.9141
14/02/24,20:48,124.279088209,64.9739423451,44115830.5443
14/02/24,21:00,129.295785089,66.9811911541,44114041.7905
14/02/24,21:12,135.092254092,68.8387251222,44112264.6088
14/02/24,21:24,141.80345106,70.5025830942,44110495.591
14/02/24,21:36,149.536077683,71.918240518,44108740.6745
14/02/24,21:48,158.325600578,73.0238584955,44107002.2508
14/02/24,22:00,168.019057225,73.7523357738,44105277.7888
14/02/24,22:12,178.296413565,74.053383097,44103568.1251
14/02/24,22:24,188.663759972,73.9028676576,44101869.6044
14/02/24,22:36,198.599619875,73.3130935798,44100183.8087
14/02/24,22:48,207.709007632,72.3282931674,44098510.9335
14/02/24,23:00,215.796695284,71.0103030669,44096851.6717
14/02/24,23:12,222.842392461,69.4236954678,44095209.7785
14/02/24,23:24,228.93951283,67.6238595577,44093579.3087
14/02/24,23:36,234.202464698,65.6630144079,44091963.4266
14/02/24,23:48,238.775141763,63.5762367866,44090354.0989
14/02/25,00:00,242.780306161,61.3921045531,44088760.1302
14/02/25,00:12,246.322080569,59.1323858875,44087178.5026
14/02/25,00:24,249.485981806,56.8136999514,44085608.4092
14/02/25,00:36,252.341177926,54.4488297199,44084056.2763
14/02/25,00:48,254.946574713,52.0445844372,44082509.0999
14/02/25,01:00,257.340403096,49.6149876999,44080972.0077
14/02/25,01:12,259.562479549,47.1632226923,44079442.0743
14/02/25,01:24,261.642388016,44.6943887483,44077926.9586
14/02/25,01:36,263.60446191,42.2126833887,44076421.2318
14/02/25,01:48,265.468869222,39.7216406779,44074922.9971
14/02/25,02:00,267.252504762,37.2242869738,44073432.7192
14/02/25,02:12,268.969679475,34.7232471066,44071946.7827
14/02/25,02:24,270.63472797,32.217668825,44070471.2073
14/02/25,02:36,272.25399874,29.7160941222,44069001.4433
14/02/25,02:48,273.838931511,27.2172770744,44067538.0827
14/02/25,03:00,275.397757005,24.7230802032,44066076.6859
14/02/25,03:12,276.937890174,22.2352426484,44064623.9166
14/02/25,03:24,278.466041707,19.7555373111,44063170.3167
14/02/25,03:36,279.988437175,17.2856617194,44061714.3318
14/02/25,03:48,281.512835498,14.8241913117,44060267.7414
14/02/25,04:00,283.040831844,12.3792083356,44058822.2226
14/02/25,04:12,284.579653383,9.94937261404,44057376.5986
14/02/25,04:24,286.134421433,7.53658349385,44055930.9393
14/02/25,04:36,287.71016071,5.14283079441,44054478.4483
14/02/25,04:48,289.311854757,2.77022623427,44053031.5517
14/02/25,05:00,290.944497652,0.421030175059,44051580.2923
14/02/25,05:12,292.613112746,-1.90233831335,44050123.6152
14/02/25,05:24,294.325046865,-4.20023887044,44048666.1827
14/02/25,05:36,296.081096591,-6.46392299972,44047205.1889
14/02/25,05:48,297.888777851,-8.69335859828,44045737.5201
14/02/25,06:00,299.753504973,-10.8852007236,44044262.164
14/02/25,06:12,301.6808888,-13.0359114293,44042782.2287
14/02/25,06:24,303.676561781,-15.1415391223,44041295.8491
14/02/25,06:36,305.746343732,-17.1978944995,44039802.105
14/02/25,06:48,307.898804977,-19.2028703858,44038297.0277
14/02/25,07:00,310.134219671,-21.1463440445,44036783.1152
14/02/25,07:12,312.460957989,-23.0255476282,44035262.2528
14/02/25,07:24,314.884365534,-24.8346302893,44033728.8965
14/02/25,07:36,317.40945281,-26.5673918376,44032187.6968
14/02/25,07:48,320.040548838,-28.2171651624,44030633.9547
14/02/25,08:00,322.781196283,-29.7769596686,44029068.9483
14/02/25,08:12,325.633754881,-31.2393961366,44027489.3939
14/02/25,08:24,328.603121275,-32.5985610899,44025899.6572
14/02/25,08:36,331.680877508,-33.8431733359,44024300.8197
14/02/25,08:48,334.868011336,-34.9672768093,44022686.0583
14/02/25,09:00,338.159345047,-35.9632064725,44021052.0799
14/02/25,09:12,341.547279344,-36.8236757811,44019417.1167
14/02/25,09:24,345.021568653,-37.5419228243,44017761.3732
14/02/25,09:36,348.569312968,-38.1119614116,44016089.0124
14/02/25,09:48,352.179875363,-38.5292460703,44014408.2421
14/02/25,10:00,355.826712053,-38.788920817,44012707.8873
14/02/25,10:12,359.495661335,-38.889200598,44010996.6609
14/02/25,10:24,3.16701208872,-38.8291371095,44009272.9951
14/02/25,10:36,6.82112846062,-38.6093006165,44007531.7856
14/02/25,10:48,10.4388690971,-38.2317455322,44005778.4606
14/02/25,11:00,14.0025551787,-37.6999282743,44004011.2999
14/02/25,11:12,17.4963177179,-37.0185457094,44002228.8562
14/02/25,11:24,20.911029003,-36.1921922818,44000433.64
14/02/25,11:36,24.22692415,-35.2295866502,43998621.7048
14/02/25,11:48,27.4402078808,-34.1369403284,43996806.0272
14/02/25,12:00,30.5450822301,-32.9218373953,43994966.7319
14/02/25,12:12,33.5382226025,-31.5920465795,43993123.5533
14/02/25,12:24,36.418399729,-30.1553305006,43991257.9232
14/02/25,12:36,39.1861391035,-28.6193830836,43989388.1763
14/02/25,12:48,41.8468877519,-26.9894491726,43987499.6105
14/02/25,13:00,44.3970568603,-25.2768352576,43985609.9737
